               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 136,            0.046211,            0.014465,            0.019172,              0.6141,             0.53438,             0.56304,             0.26805,            0.046572,           0.0087176,            0.020449,            0.005545,            0.005545,            0.005545
                 137,            0.046205,            0.014444,            0.019222,             0.61422,             0.53599,             0.56322,             0.26783,            0.046586,           0.0087184,            0.020461,            0.005512,            0.005512,            0.005512
                 138,            0.046236,            0.014272,            0.019181,             0.60674,             0.54173,             0.56275,             0.26779,            0.046598,           0.0087196,            0.020469,            0.005479,            0.005479,            0.005479
                 139,            0.046306,            0.014356,            0.019244,             0.60712,             0.54133,             0.56274,             0.26771,            0.046602,           0.0087207,            0.020478,            0.005446,            0.005446,            0.005446
                 140,            0.046158,            0.014424,            0.019145,             0.60395,             0.54323,             0.56249,             0.26761,             0.04661,           0.0087211,            0.020487,            0.005413,            0.005413,            0.005413
                 141,            0.046122,            0.014365,            0.019099,             0.60297,             0.54246,             0.56195,             0.26785,            0.046621,           0.0087214,              0.0205,             0.00538,             0.00538,             0.00538
                 142,            0.046009,            0.014257,            0.019158,             0.60171,             0.54445,              0.5613,             0.26769,            0.046632,           0.0087213,            0.020507,            0.005347,            0.005347,            0.005347
                 143,            0.045862,            0.014227,            0.018928,             0.60316,             0.54164,             0.56147,             0.26761,            0.046642,            0.008721,            0.020509,            0.005314,            0.005314,            0.005314
                 144,            0.045735,            0.014354,            0.018942,             0.60117,              0.5443,             0.56217,             0.26751,            0.046651,           0.0087232,             0.02051,            0.005281,            0.005281,            0.005281
                 145,            0.045788,            0.014307,            0.019032,             0.59926,             0.54415,             0.56127,             0.26721,            0.046661,           0.0087244,             0.02051,            0.005248,            0.005248,            0.005248
                 146,            0.045785,            0.014347,            0.019041,             0.59937,             0.54553,             0.56121,             0.26749,            0.046665,           0.0087269,            0.020507,            0.005215,            0.005215,            0.005215
                 147,            0.045848,            0.014343,            0.019083,             0.59994,             0.54579,             0.56136,             0.26753,            0.046667,            0.008729,            0.020507,            0.005182,            0.005182,            0.005182
                 148,            0.045754,            0.014204,            0.019049,             0.60306,             0.54363,             0.56089,             0.26762,            0.046675,           0.0087308,            0.020512,            0.005149,            0.005149,            0.005149
                 149,            0.045608,            0.014411,             0.01895,             0.60017,               0.546,             0.56118,             0.26788,            0.046678,           0.0087322,            0.020519,            0.005116,            0.005116,            0.005116
                 150,            0.045611,            0.014141,            0.019076,             0.59958,             0.54527,             0.56074,             0.26763,            0.046684,           0.0087335,            0.020524,            0.005083,            0.005083,            0.005083
                 151,             0.04543,            0.014016,            0.019026,             0.60221,             0.54408,             0.56108,             0.26783,            0.046689,           0.0087339,            0.020529,             0.00505,             0.00505,             0.00505
                 152,            0.045292,             0.01415,            0.018845,             0.60164,             0.54635,             0.56156,             0.26793,            0.046696,           0.0087342,            0.020533,            0.005017,            0.005017,            0.005017
                 153,            0.045348,            0.014113,            0.018972,              0.6058,             0.54331,             0.56204,             0.26799,            0.046708,            0.008734,            0.020538,            0.004984,            0.004984,            0.004984
                 154,            0.045483,            0.014147,            0.018854,             0.60451,             0.54435,             0.56192,             0.26819,            0.046717,           0.0087348,            0.020544,            0.004951,            0.004951,            0.004951
                 155,            0.045241,            0.014154,            0.018894,             0.60524,             0.54439,             0.56214,             0.26812,            0.046727,           0.0087362,            0.020552,            0.004918,            0.004918,            0.004918
                 156,             0.04527,            0.014121,            0.018912,              0.6049,             0.54467,             0.56113,              0.2681,            0.046734,           0.0087381,            0.020561,            0.004885,            0.004885,            0.004885
                 157,            0.045312,            0.014125,            0.018925,             0.60881,             0.54212,              0.5613,             0.26815,            0.046737,           0.0087395,            0.020566,            0.004852,            0.004852,            0.004852
                 158,            0.045069,            0.014072,            0.018903,             0.60666,             0.54338,             0.56144,             0.26814,            0.046746,           0.0087386,            0.020572,            0.004819,            0.004819,            0.004819
                 159,            0.045144,            0.014101,            0.018892,              0.6083,             0.54424,             0.56252,             0.26798,            0.046758,           0.0087395,            0.020584,            0.004786,            0.004786,            0.004786
